Truckstop Name,Address,City,State,Retail Price
CEFCO #16,SR-171,Godley,TX,2.98233333
ALL STAR,US-75 N,Sabetha                                 ,KS,3.499
5 STAR TRUCK STOP,"I-44, EXIT 137",Oklahoma City,OK,2.879
ADVENTURE TRUCK PLAZA,SR-3185 & SR-3107,Thibodaux,LA,3.399
ONE9 #1271,SR-86,Thermal,CA,4.299
CHEVRON DBA ONE9 #1271,SR-86,Thermal,CA,4.259
VALERO,"I-530/US-65, EXIT 34 & SR-365",White Hall,AR,3.16566666
BIGGAS TRUCK STOP,US-190/SR-6 & FM-2818,Bryan,TX,3.199
7-ELEVEN #40301,I-90/I-80,Genoa,OH,3.66233333
CASEYS #2739,1323 E MAIN ST,Beloit,KS,3.359
CASEYS #2734,"I-80, EXIT 222",Cozad,NE,3.03233333
CASEYS #2490,"I-35, EXIT 124 & US-69",Story City,IA,3.06233333
CASEYS #2792,"I-380/US-218, EXIT 13",Cedar Rapids,IA,3.499
CASEYS #2956,"I-315/US-81, EXIT 40",Hesston,KS,3.199
CEFCO #64,ST RT 14,Mexia,TX,3.099
MOREHEAD TRUCKSTOP,"I-64, EXIT 133 & SR- 801",Morehead,KY,3.599
FLORENCE TRAVEL PLAZA,"I-95, EXIT 150",Timmonsville                            ,SC,3.999
FRONTIER TRAVEL CENTER,US-12 & US-85,Bowman,ND,3.53233333
GAP FARMS TRAVEL CENTER,"I-20, EXIT 69 & SR-151",Arcadia                                 ,LA,3.249
MARATHON,"I-94, EXIT 331",Casselton,ND,3.31566666
SPEEDWAY #6539,US-41/SR-45 & SR-52,Land O Lakes,FL,3.49566666
SPEEDWAY #6880,CR-611,Clearwater,FL,3.37733333
CITGO,US-1,North Brunswick,NJ,3.18566666
SPEEDWAY #3495,US-1/9,Elizabeth,NJ,3.599
SPEEDWAY #3503,"I-95, EXIT 13 & I-278/US-1/US-9",Linden,NJ,3.429
HOUMA COTEAU TRAVEL PLAZA,I-90/SR-20,Houma                                   ,LA,3.06233333
CASEYS #3810,"I-29, EXIT 132 & US-14",Volga,SD,3.279
HUTCH'S #109,"I-40, EXIT 38",Elk City                                ,OK,2.969
HWY 19 SCALE,"SR-19/I-35, EXIT 66",Gaylord                                 ,MN,3.46566666
SUNSTOP #622,SR-52 & SR-167,Hartford,AL,3.599
REFUEL #1046,"I-20, EXIT 116 & US-15",Bishopville,SC,3.309
J AND D COUNTRYSIDE MARTHON,SR-76 & SR-173,Poplar Grove                            ,IL,3.499
JET FOOD STORE #80,US-221/SR-135 & SR-206,Douglas                                 ,GA,3.45733333
LOVES TRAVEL STOP #458,"I-44, EXIT 88",Strafford,MO,3.37233333
SPEEDWAY #7909,"US-264, EXIT 73",Greenville,NC,3.13233333
SPEEDWAY #7907,US-264 & SR-33,Greenville,NC,2.944
SPEEDWAY #7905,SR-43 & SR-118,Vanceboro,NC,3.37566666
SPEEDWAY #6981,US-301 BYP,Rocky Mount,NC,3.43233333
Quik Pik,US-275 & SR-9,West Point,NE,3.21566666
TROTTER TRUCK PLAZA,ST 11,Ord,NE,3.299
Fast Fuel,US-81/SR-3,Kingfisher,OK,3.19066666
SPEEDWAY #9855,I-10 EXIT 49,Fabens,TX,3.23566666
SUPER JACK TRUCK STOP,US-84,Brookhaven,MS,3.11566666
STRIPES #40819,SR-359,Orange Grove,TX,3.06566666
STRIPES 7FLEET #42514,"I-20, EXIT 138",Midland,TX,3.459
STRIPES 7FLEET #42506,US-380 & US-277,Haskell,TX,3.539
STRIPES #40715,SR-107,La Villa,TX,3.169
STRIPES #40628,"I-2, EXIT 134 & US-83",Mission,TX,3.259
STRIPES #40598,I-2/US-83,Mission,TX,2.869
STRIPES 7FLEET #42424,US-87/US-190,Brady,TX,3.599
STRIPES 7FLEET #42428,"I-20 EXIT, 115",Odessa,TX,3.069
STRIPES 7FLEET #42436,I-20 EXIT 134,Midland,TX,3.06566666
STRIPES #40729,FM-511 & FM-802,Brownsville,TX,2.999
STRIPES #40892,SR-359 & SR-16,Hebbronville,TX,3.28566666
Refuel #185,US-220,Stokesdale,NC,3.699
BLUE WATER #12,"I-526, EXIT 23",Charleston,SC,3.23233333
KEITH'S SUPERSTORE,"I-59, I-20, EXIT 160",Meridian,MS,3.049
CLARKS PUMP N SHOP #47,SR-10/SR-9,Vanceburg,KY,3.599
CEFCO #2008,US-83/US-62 & US-287,Childress,TX,2.91566666
SHELL,US-72,Mount Pleasant,MS,3.399
NINNEKAH TRUCK STOP,US-277/US-81 & SR-19,Ninnekah,OK,3.229
STOP IN Food Store #8143,US-221/US-460 & SR-607,Montvale,VA,3.36566666
SHELL,US-60 & SR-657,Lewisport,KY,3.499
PETRO-CANADA,HWY 1,Whitehorse,YT,4.00823444
PETRO-CANADA,HWY 1,Whitehorse,YT,4.01562153
PETRO-CANADA,HWY 1,Whitehorse,YT,4.01621367
PETRO-CANADA,HWY 1,Whitehorse,YT,4.00734981
PETRO-CANADA,HWY 1,Whitehorse,YT,4.00646558
PETRO-CANADA,HWY 1,Whitehorse,YT,3.92582703
DUCK THRU FOOD STORE #26,"I-95, EXIT 154 & SR-308 & SR-11/SR-42",Lewiston Woodville                      ,NC,3.399
STEVES SHELL,"I-55, EXIT 42",Brookhaven                              ,MS,3.199
7-ELEVEN #39329,I-278/US-1,Linden,NJ,3.37566666
CIRCLE K #2721270,"I-95, EXIT 358B, SR-105",Jacksonville,FL,3.34233333
REATA PETROLEUM,I-76 & BARLOW RD,Fort Morgan                             ,CO,3.439
SAMS MART #45,"I-40, EXIT 24 & SR-209",Waynesville,NC,3.599
RUTTERS #4,US-30 & SR-1016/2011,Wrightsville                            ,PA,3.989
HAVANA CONVENIENCE,US-136,Havana                                  ,IL,3.799
PWI #109,"I-20, EXIT 126",Midland,TX,2.999
BEAR RIVER VALLEY CO OP,SR-13/SR-83,Corinne                                 ,UT,3.419
KINGSPORT TRUCK STOP,"I-81, EXIT 63",Kingsport,TN,3.899
CUBBYS #113,US-20/US-275,Oneill                                  ,NE,3.22566666
PILOT TRAVEL CENTER #131,"I-35, EXIT 34",Osceola                                 ,IA,3.459
PILOT TRAVEL CENTERS #131,"I-35, EXIT 34",Osceola                                 ,IA,3.439
ROAD RANGER #181,"I-55, EXIT 90",Springfield,IL,3.299
ROAD RANGER #181,"I-55, EXIT 90",Springfield,IL,3.399
ROAD RANGER #181,"I-55, EXIT 90",Springfield,IL,3.409
ROAD RANGER #263,"I-80, EXIT 93",Ottawa,IL,3.219
ROAD RANGER #263,"I-80, EXIT 93",Ottawa,IL,3.239
ROAD RANGER #263,"I-80, EXIT 93",Ottawa,IL,3.399
ROAD RANGER #263,"I-80, EXIT 93",Ottawa,IL,3.339
CHEVRON,US-71 & SR-179,Coushatta                               ,LA,3.15566666
SUNSTOP #631,SR-231/SR-53 & SR-123,Ozark,AL,3.599
SUNOCO,"I-275, EXIT 42/SR-747",Cincinnati                              ,OH,3.099
SUNSTOP #616,US-84/SR-134 & CR-1,Daleville,AL,3.399
84 QUICK STOP,I-84,Brookhaven                              ,MS,3.149
QUICK FUEL #5301,SR-360,Grand Prairie,TX,3.024
LEROY TRUCK PLAZA,"I-74, EXIT 149",Le Roy,IL,3.479
LOVES TRAVEL STOP #254,"I-70, EXIT 59 & SR-39",Mooresville,IN,3.929
LOVES TRAVEL STOP #457,"I-30/US-67/US-70, EXIT 128",Little Rock,AR,3.24233333
BREW #31,US-71/US-18,Spencer,IA,3.46566666
CIRCLE K #2723487,US-17 & SR-211,Supply,NC,3.289
FAS MART #5261,SR-9 & SR-57,Tollesboro,KY,3.35233333
SPINX #178 (DISCOUNT AVAILABLE),"I-385, EXIT 42 & I-85, EXIT 51B & US-25",Travelers Rest,SC,3.19233333
FLASH MARKET #17032,"I-555/US-63, EXIT 29 & SR-69",Trumann,AR,3.40733333
CIRCLE K #2723641,US-231/SR-87/SR-10/SR-53 & CR-21,Troy,AL,3.799
VALLEN MART,US-14,Volga,SD,3.319
GAS N GO,US-280/SR-27 & SR-520,Richland                                ,GA,3.199
KWIK TRIP #721,SR-19 & SR-73,Marshall,WI,3.49733333
Sprint Mart #45,US-278/US-45,Tupelo,MS,3.189
PETES #05,US-59 & US-400,Parsons,KS,3.299
CIRCLE K #2723782,"I-40, EXIT 38 & US-421",Greensboro,NC,3.08233333
PILOT TRAVEL CENTER #1054,US-183 & SR-21,Buda,TX,3.41566666
EL TIGRE FOOD STORE #13,SR-336,Hidalgo                                 ,TX,3.21566666
CIRCLE K #2723844,US-15/US-501/US-1,Sanford,NC,3.049
CIRCLE K #4707627,"I-81, EXIT 48",Watertown,NY,4.099
UNCLE WILLIES #1288,US-13,Felton,DE,3.219
CEDAR RIVER PLAZA,SR-35,Stephenson,MI,3.419
E Z PICKENS,"US-20, EXIT 275 & SR-13",Manchester,IA,3.579
JEMISON EXXON,"I-65, EXIT 219 & CR-42",Jemison,AL,3.299
KUM & GO #0379,US-412/ US-63 & SR-25,Black Rock,AR,3.199
SMILEYS FUEL CITY,"I-64/I-81, EXIT 205 & SR-206",Raphine,VA,3.539
CircleK #2709341,US-411,Chatsworth,GA,3.499
FAS MART #5262,"I-64, EXIT 94 & SR-1958/SR-2888",Winchester,KY,2.90733333
PILOT #1135,US-281,Falfurrias,TX,3.459
SHELL,"I-55, EXIT 227 & SR-32",Oakland,MS,2.999
CASEYS #4308,US-34,Chariton                                ,IA,3.539
SUNOCO TRUCK STOP,"I-70, EXIT 123 & SR-3",Spiceland,IN,3.399
PILOT TRAVEL CENTER #897,"I-95, EXIT 12B, INTERSECTION OF SR-826 & 817",Opa Locka,FL,3.699
PILOT TRAVEL CENTERS #897,"I-95, EXIT 12B, INTERSECTION OF SR-826 & 817",Opa Locka,FL,3.699
QUICK DRAW TRAVEL PLAZA,"I-20, EXIT 49 & SR-531",Minden                                  ,LA,3.01233333
CHEVRON,SR-19,Huntsville                              ,TX,2.979
BASIN MARKET #107,US-40,Vernal,UT,3.599
SMOKIES,US-45,Okolona                                 ,MS,3.099
RUTTERS #56,"I-83, EXIT 39A & SR-114",New Cumberland                          ,PA,3.899
EXXON TIGER MART,"US-67/US-167, EXIT 28 & US-64",Beebe,AR,3.299
KUM & GO #0880,"US-412, EXIT 36",Stillwater,OK,2.954
CIRCLE K #4703701,I-24 EXIT 70,Smyrna,TN,3.03233333
Strike,US-287/96/69 & SR-347,Beaumont,TX,3.499
CASH MAGIC HOLLYWOOD,US-90,Berwick,LA,3.399
ROADRUNNER FUELS,US-550/SR-544,Aztec,NM,3.77566666
MAVERIK #5200,"I-70 BUSINESS, EXIT 25, CR-24",De Beque,CO,3.44233333
AIRLINE CHEVRON,US-61,Kenner                                  ,LA,3.099
KUM & GO #0449,US-60/US-71,Neosho,MO,3.05566666
TURRELL FUEL STOP,"I-55, EXIT 21",Turrell                                 ,AR,3.46566666
CIRCLE K #2705098,US-27 & SR-44,Leesburg,FL,3.57233333
KENT KWIK #273,SR-302 & SR-18,Kermit,TX,3.039
SPRINT FOODS #725,"I-520, EXIT 16/SR-28",Beech Island                            ,SC,3.349
ON THE GO,SR-239,Prescott,KS,3.199
CIRCLE K #2744062,"I-25, EXIT 74",Colorado City,CO,3.349
G FUEL,US-40 & SR-140,Penns Grove,NJ,3.399
STRIPES 7FLEET #42510,"I-10, EXIT 256/US-285",Fort Stockton,TX,3.379
DELAWARE TRUCK STOP,"I-80, EXIT 4C/US-46",Delaware,NJ,3.079
EXXON,"I-20, EXIT 44 & US-371 & US-80/US-79",Minden,LA,3.399
MONROE CENTER BP OASIS,"I-39, EXIT 111/US-51 & SR-72",Monroe Center                           ,IL,3.599
KUM & GO #0026,"I-90, EXIT 26",Adrian,MN,3.19066666
CHEVRON,US-61,Baton Rouge                             ,LA,3.899
STONES TRUCK STOP,"I-29, EXIT 77/US-212",Watertown,SD,3.38233333
Circle K,SR-574,Plant City,FL,3.32566666
CIRCLE K #2721426,US-98/SR-30A & SR-368,Panama City,FL,3.29066666
Forks 1&23,US-1/US-23/SR-4 & SR-19,Alma                                    ,GA,3.599
SPRINT MART #4144,US-82/US-45/SR-12 & SR-182,Columbus                                ,MS,3.01566666
SUNOCO,SR-50 & SR-471,Webster,FL,3.33566666
WHISPERING PINES,SR-10,Greensburg                              ,LA,3.099
CIRCLE K #2707610,"I-10, EXIT 26",Milton,FL,3.23233333
TEXACO,"I-84, EXIT 376",Tremonton,UT,3.45566666
DELTA FUEL,"I-80, EXIT 242 & SR-339",Mifflinville,PA,3.36566666
MARTIN GENERAL STORE,US-22,Ebensburg                               ,PA,3.524
FIESTA MART #21,"I-40, EXIT 278",Warner,OK,3.639
LOVES TRAVEL STOP #459,"I-65, EXIT 133 & SR-267",Whitestown,IN,3.62233333
7-ELEVEN #36835,"I-85, EXIT 32",Pelzer,SC,3.18233333
CIRCLE K #2707682,"I-75, EXIT 164 & US-17/SR-35",Punta Gorda,FL,3.399
CITGO,US-27,Hialeah,FL,3.47233333
DIAMOND #7,"I-65, EXIT 69",Brewton,AL,3.399
WHITESBURG BP,US-27/SR-16,Whitesburg                              ,GA,3.699
TALL TIMBERS TRUCKSTOP,"I-10, EXIT 23 & SR-108",Sulphur                                 ,LA,3.83233333
KWIK TRIP #587,US-141 & SR-22,Lena,WI,3.28233333
KUM & GO #4127,"I-29, EXIT 127",Sloan,IA,3.109
Pure,US-82/SR-520/SR-135,Willacoochee,GA,3.46566666
CIRCLE K #2745137,"I-75/SR-401, EXIT 149 & SR-49",Byron,GA,3.199
CO RETAIL VENTURE DB,US-34 & SR-59,Yuma,CO,3.449
WESSON,"I-84, EXIT 22, SR-8, EXIT 22",Waterbury,CT,4.179
Highland oil,US-412,Hardy,AR,3.269
FAST LANE #3,US-64 & US-49,Mc Crory,AR,3.399
CIRCLE K #2741779,"US-270, EXIT 2",Hot Springs National Park,AR,3.369
ROYAL FARMS #120,US-13/CR-16,Greenwood                               ,DE,3.259
Chevron #386730,"I-10, EXIT 139",Phoenix                                 ,AZ,3.299
TEXACO,SR-89,Prescott,AZ,3.739
PAC PRIDE CARDLOCK,CR-25/CR-826,Miami,FL,3.479
EXXON,"I-10, EXIT 335/SR-121",Macclenny,FL,3.499
MINIT MART #600627,"I-57, EXIT 312",Kankakee,IL,3.449
MAPCO #3502,SR-151,Ringgold,GA,3.09233333
FIVE STAR EXPRESS,"I-520/SR-415, EXIT 16 & SR-28",Augusta,GA,3.499
ORCHARD STOP BP,US-30,Montgomery                              ,IL,3.649
ORCHARD STOP BP,US-30,Montgomery                              ,IL,3.549
CIRCLE K #2703175,"I-520/SR-415, EXIT 9 & SR-56",Augusta,GA,3.28233333
MOBIL,"I-95, EXIT 60",Salisbury,MA,3.599
MISHAWAKA ROAD FLEET SITE,SR-19 & CR-20,Elkhart                                 ,IN,3.689
CARROLL MOTOR FUELS,US-40,Middle River,MD,3.139
CASEYS #3961,SR-3 & SR-143,Marcus,IA,3.299
CUBBYS #302,SR-39 & SR-175,Odebolt,IA,3.31566666
KJ TRAVEL CENTER,"US-20, EXIT 310",Idaho Falls,ID,3.40733333
Gallops,US-20,Michigan City,IN,3.399
FARMERS UNION OIL,US-83,Wilton                                  ,ND,3.899
Caseys #4450,US-160,Ulysses                                 ,KS,3.399
PUMP & PANTRY #2,US-30 & US-281,Grand Island,NE,3.30733333
ELGIN ONE STOP,SR-14 & SR-70,Elgin,NE,3.13733333
PAULS TRUCK STOP,US-171,Leesville                               ,LA,3.449
FAMILY FARE #834 (DISCOUNT AVAILABLE),"US-131, EXIT 175",Byron Center,MI,3.739
BIG BATS 2,US-20,Chadron,NE,3.699
JENNINGS TRUCKSTOP,"I-10, EXIT 65",Jennings,LA,2.999
NORTH FORK TRUCK STOP,US-12/CR-103,White Pigeon,MI,3.559
NORTH FORK TRUCK STOP,US-12/CR-103,White Pigeon,MI,3.599
SAMMYS TRUCK AUTO PLAZA,"I-49, EXIT 53",Bunkie                                  ,LA,3.399
SHELL,SR-308 & SR-654,Mathews                                 ,LA,3.459
ALLTOWN MARKETS,"SR-101, EXIT 2",Auburn,NH,3.799
MARATHON,US-223/CR-52,Adrian,MI,3.599
ALEXS MARKET AND GRILL,"I-75, EXIT 101",Holly                                   ,MI,4.699
REFINED MARKETERS,"I-96, EXIT 31A/US-131, EXIT 88",Grand Rapids                            ,MI,3.739
SUNOCO,ST 17,Carlstadt                               ,NJ,3.16233333
SPEEDWAY #4500,"I-35, EXIT 171/CR-11",Pine City,MN,3.549
CIRCLE K #4705573,SR-82,Grafton,OH,3.749
QUICK FUEL #3138,"I-35, EXIT 98/CR-26",Saint Paul,MN,3.61733333
CIRCLE K #4705571,ST 2,Holland,OH,3.549
BP,US-130,Burlington                              ,NJ,3.14566666
Circle K #2746335,"I-35, EXIT 22",Minneapolis,MN,3.799
CENEX,SR-11/SR-310,Roseau                                  ,MN,3.499
CIRCLE K #4705587,SR-585 & SR-57,Rittman,OH,3.659
CULVERS HAWKINS,"US-59/I-29, EXIT 43",Saint Joseph,MO,3.199
CASEYS #4256,US-71/SR-175,Joplin                                  ,MO,3.069
CROSSROADS RATON TRUCK STOP,"I-25/US-85, EXIT 451 & US-87",Raton,NM,3.499
Regal Truck Stop,SR 30,New Albany,MS,3.249
CIRCLE K #2723389,US-49,Gulfport,MS,2.944
KUM & GO #0498,SR-125,Rogersville,MO,3.05233333
LOVES TRAVEL STOP #395,"I-57, EXIT 308",Kankakee,IL,3.379
LOVES TRAVEL STOP #395,"I-57, EXIT 308",Kankakee,IL,3.449
LOVES TRAVEL STOP #395,"I-57, EXIT 308",Kankakee,IL,3.489
LOVES TRAVEL STOP #395,"I-57, EXIT 308",Kankakee,IL,3.429
LOVES TRAVEL STOP #395,"I-57, EXIT 308",Kankakee,IL,3.549
SHEETZ #181,"I-80, EXIT 158 & SR-220",Bellefonte,PA,3.729
A PLUS MINI MARKET,"I-95, EXIT 26",Philadelphia                            ,PA,3.999
RAJS MINI MART,US-1/SR-29,Morrisville,PA,3.899
SUNOCO,"I-78, EXIT 29A/SR-61",Shoemakersville,PA,3.639
KWIK FILL #390,SR-15 & TABER RD,Blossburg,PA,3.684
GOLDEN GATE Fallon,US-50,Fallon,NV,3.549
CIRCLE K #4707628,SR-90 & SR-5,Montezuma,NY,3.999
GOLDEN GATE GOLDEN VALLEY,"US-395, EXIT 73",Reno,NV,3.949
MIRABITO #42,"I-81, EXIT 7",Castle Creek,NY,3.999
ONVO TRAVEL PLAZA - MIFFLINVILLE,"I-80, EXIT 242/CR-339",Mifflinville,PA,3.36566666
CIRCLE K #2723748,"I-20, EXIT 48",Pearl,MS,3.389
WEST PAK A POK,SR-8,Houston                                 ,MS,3.399
One9 #1374,"I-81, EXIT 143, SR-924",Hazleton,PA,3.86233333
CITGO,US-22/SR-72,Jonestown                               ,PA,3.749
ONVO TRAVEL PLAZA - GIBSON,"I-81, EXIT 219 & SR-848",New Milford,PA,3.589
EAGLE EXXON,US-27/SR-29,Dayton,TN,3.399
MARTIN GENERAL STORE # 207,SR-865/I-99 EXIT 41,Altoona                                 ,PA,3.539
CATDADDY MARKET,SR-33,Tazewell,TN,3.299
CEFCO #2005,"I-40, EXIT 73",Amarillo,TX,2.869
CIRCLE K #2723415,"I-26, EXIT 16",Spartanburg,SC,3.099
CADOO MILLS,"I-30/US-67, EXIT 87 & FM-1903",Caddo Mills,TX,2.80066666
COWBOY TRAVEL PLAZA,"I-10, EXIT 833",Hamshire,TX,2.899
CIRCLE K #2723881,US-701 & US-501,Conway,SC,3.184
OASIS TRUCK STOP,US-60 & US-83,Canadian,TX,3.299
QUARLES #4914,"I-64 EXIT 297, US-13",Chesapeake,VA,3.52566666
CIRCLE K #2723705,"I-81, EXIT 80 & SR-121",Wytheville,VA,3.26566666
JOLLEY #113,"I-91, EXIT 28",Derby,VT,3.539
TEX BEST #506,"I-35, EXIT 84",Dilley                                  ,TX,3.099
PILOT EXPRESS #1173,"I-5, EXIT 135",Tacoma,WA,4.599
STRIPES #40705,US-77/SR-374,Combes,TX,2.91233333
KENT KWIK #262,"CR-18/I-20, EXIT 80",Monahans,TX,2.859
EXTRA MILE TRUCK STOP,I-30 EXIT 208,Hooks,TX,2.81733333
LOVES TRAVEL STOP #292,"I-55, EXIT 220",Dwight,IL,3.589
LOVES TRAVEL STOP #292,"I-55, EXIT 220",Dwight,IL,3.389
LOVES TRAVEL STOP #292,"I-55, EXIT 220",Dwight,IL,3.489
LOVES TRAVEL STOP #292,"I-55, EXIT 220",Dwight,IL,3.349
LOVES TRAVEL STOP #292,"I-55, EXIT 220",Dwight,IL,3.449
CIRCLE K #2741536,SR-83/CR-1015,Weslaco,TX,3.03566666
ALVARADO MARKET STATION,"I-35W, EXIT 26A & US-67",Alvarado,TX,2.844
STRIPES #2294,US-83 & FM-1120,Leakey,TX,2.949
FREDS FUEL AND FOOD #2,"I-57, EXIT 283 & US-24",Gilman,IL,3.189
FREDS FUEL AND FOOD #2,"I-57, EXIT 283 & US-24",Gilman,IL,3.269
FREDS FUEL AND FOOD #2,"I-57, EXIT 283 & US-24",Gilman,IL,3.049
SPEED SMART,"I-10, EXIT 114",Buckeye,AZ,3.37233333
MPC #2,US-67 & CR-A,Fredericktown,MO,2.99066666
PHOENIX #308,ST 210,Rocky Point                             ,NC,3.619
CHISUM TRAVEL CENTER,US-70/US-54,Tularosa,NM,2.999
CEFCO #6,SR-6 & SR-7,Marlin,TX,2.999
KWIK STAR #895,US-18/US-63 EXIT 204,New Hampton,IA,3.449
WHITE OAK STATION #15,US-65,Harrison,AR,3.599
MACS MARKET #101,ST 22A,Fair Haven                              ,VT,3.599
SUNSTOP #612,US-84,Andalusia,AL,3.48566666
FLYING J# 852,"HWY-401, EXIT 814 & HWY-15",Lancaster,ON,4.7303579
FLYING J# 852,"HWY-401, EXIT 814 & HWY-15",Lancaster,ON,4.74116815
FLYING J# 852,"HWY-401, EXIT 814 & HWY-15",Lancaster,ON,4.7314019
FLYING J# 852,"HWY-401, EXIT 814 & HWY-15",Lancaster,ON,4.73383969
FLYING J# 852,"HWY-401, EXIT 814 & HWY-15",Lancaster,ON,4.74186729
FLYING J# 852,"HWY-401, EXIT 814 & HWY-15",Lancaster,ON,4.73244636
WALTON TRUCK STOP,US-78/SR-10 & SR-83,Monroe                                  ,GA,3.999
GAS N GO,US-280/US-19,Americus,GA,3.299
BP,"I-74, EXIT 51",Galesburg,IL,3.499
MR FUEL #719,"I-80, EXIT 6",Gary,IN,3.56566666
LOVES TRAVEL STOP #463,I-10 EXIT 604,Seguin,TX,3.179
FLYING J #493,I-95 EXIT 77,Saint George,SC,3.519
KWIK TRIP #351,SR-13 & SR-64,Medford,WI,3.40066666
BIG D #018,SR-387 & SR-59,Gillette,WY,3.459
EXPRESSWAY LUVERNE,"I-90, EXIT 12",Luverne,MN,3.239
PINECONE TRAVEL PLAZA,"I-94, EXIT 267",Johnson Creek,WI,3.219
SUN DO KWIK SHOP,SR-242,Evergreen                               ,NC,3.159
Refuel #313,US-183 & SR-29,Liberty Hill                            ,TX,2.909
SHELL,"I-40, EXIT 200 & SR-99",Seminole,OK,2.859
CIRCLE K #2723622,"I-75, EXIT 345",Ringgold,GA,3.07566666
NINOS TRUCK PLAZA,"I-10, EXIT 151",Port Allen,LA,3.039
HOLIDAY STATIONSTORE #2746484,US-61 & US-10,Hastings,MN,3.569
Big's #304,"I-35, EXIT 141",Moore,TX,2.999
TRAINER MART,"I-10, EXIT 593",Marion,TX,2.999
TONKAWA TRAVEL CENTER,"I-35, EXIT 214 & US-60",Tonkawa,OK,3.099
SHREES TRUCK STOP,"I-90, EXIT 149 & SR-281",George                                  ,WA,3.709
SHREES TRUCK STOP,"I-90, EXIT 149 & SR-281",George                                  ,WA,3.569
SHREES TRUCK STOP,"I-90, EXIT 149 & SR-281",George                                  ,WA,3.739
SHREES TRUCK STOP,"I-90, EXIT 149 & SR-281",George                                  ,WA,3.759
CIRCLE K #2701526,"I-40, EXIT 208",Colfax,NC,2.95733333
GO MART FOOD STORE #106,US-250/US-219/SR-92/SR-55,Elkins                                  ,WV,3.499
PILOT #481,"I-75, EXIT 20",Mc Donald,TN,3.599
SPEEDWAY #1426,US-30 & SR-51,Merrillville,IN,3.88566666
LOVES TRAVEL STOP #464,"I-10, EXIT 523 & US-87",Comfort,TX,3.21233333
HUTCH'S #119,I-40 EXIT 40,Elk City,OK,2.969
ENERGY EXPRESS TRAVEL CENTER,I-70 EXIT 247,Saint Louis,MO,2.909
HOT SPOT #6007,"I-85, EXIT 80",Spartanburg                             ,SC,3.089
SAPP BROS TRAVEL CENTER,"US-75, EXIT 116",Le Mars,IA,3.269
JOAQUIN QUICK STOP,US-84,Joaquin,TX,3.43233333
LEERJAK TRAVEL CENTER,US-60,Ellsinore,MO,3.409
LOVES TRAVEL STOP #466,"I-78, EXIT 65",Jasper,AL,3.55566666
A PLUS MINI MARKET,"I-95, EXIT 19",Philadelphia                            ,PA,4.049
DUCK THRU FOOD STORE #34,US-158 & US-17,Elizabeth City                          ,NC,3.499
RUTTERS #5,US-30 & SR-997,Fayetteville,PA,3.859
Maplefields,"I-89, EXIT 19",Saint Albans                            ,VT,3.539
7-ELEVEN #36834,SR-72,Abbeville,SC,3.619
MARATHON,US-68/SR-80,Russellville,KY,3.199
LOVES TRAVEL STOP #447,"I-10 E, EXIT 0",Anthony,TX,3.449
AKAL TRAVEL CENTER,I-80 EX 360,Waco,NE,2.799
WORKMANS TRAVEL CENTER,"I-40 EXIT, 35 & SR-23",Ozark,AR,3.29733333
GULF EXPRESS DIESEL AND GAS,"I-295, EXIT 4 & SR-14",Johnston                                ,RI,3.799
SPEEDWAY #8062,SR-26/CR-00,Kokomo,IN,3.799
PILOT #491,"I-81, EXIT 251 & US-11",Harrisonburg,VA,3.659
PILOT #4568,I-20 EXIT 11,Graniteville,SC,3.39233333
PILOT TRAVEL CENTERS #596,I-69 EXIT 196,Smiths Creek,MI,3.959
Fast Stop Travel Centers #2241,US-26 S & SR-39,Blackfoot,ID,3.999
QUIKTRIP #766,US-29 & SR-316,Dacula,GA,3.32066666
AYERCO 32,US-61 & SR-P,Canton,MO,3.01566666
KWIK TRIP #884,US-45 & SR-22,Clintonville,WI,3.559
WEBERS OF PLYMOUTH,SR-57 N/CR-PP E,Plymouth,WI,3.499
CHEVRON,"I-84, EXIT 343/CR-104",Ogden,UT,3.44233333
TOOT N TOTUM #44,SR-287 E/CR-335 N,Amarillo,TX,3.04233333
RUTTERS #16,"I-83, EXIT 10 & SR-214",York,PA,4.199
PILOT TRAVEL CENTER #1028,"I-45, EXIT 178/US-79 N",Buffalo,TX,3.549
TOOT N TOTUM #114,US-385/US-54,Dalhart,TX,3.199
PAWNEE TRAVEL PLAZA,US-412 & SR-18,Pawnee                                  ,OK,3.044
STRIPES 7FLEET #42515,US-87 N,Lamesa,TX,3.099
7-ELEVEN #42072,"I-20, EXIT 599/SR-281",Longview                                ,TX,3.20733333
ROAD RANGERS #270,"I-35, EXIT 114/SR-462",Moore,TX,3.169
SHELBINA Phillips 66,US-36 & SR-15,Shelbina,MO,3.099
